"filename", "language", "Markdown", "JSON with Comments", "Skill", "JSON", "Ignore", "YAML", "Python", "CSV", "Log", "TypeScript", "TypeScript JSX", "PowerShell", "Shell Script", "MS SQL", "Docker", "JavaScript", "PostCSS", "JavaScript JSX", "XML", "comment", "blank", "total"
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\stacks\flutter.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\stacks\html-tailwind.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 57
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\stacks\jetpack-compose.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\stacks\nextjs.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\stacks\nuxt-ui.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\stacks\nuxtjs.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\stacks\react-native.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\stacks\react.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\stacks\shadcn.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 62
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\stacks\svelte.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\stacks\swiftui.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\stacks\vue.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\styles.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\typography.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\ui-reasoning.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 102
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\ux-guidelines.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\data\web-interface.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\scripts\core.py", "Python", 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 44, 254
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\scripts\design_system.py", "Python", 0, 0, 0, 0, 0, 0, 795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 135, 1068
"c:\Users\dell\Documents\ScholarX\V2\web\.codex\skills\ui-ux-pro-max\scripts\search.py", "Python", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 13, 115
"c:\Users\dell\Documents\ScholarX\V2\web\.cursor\debug-637bd4.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 73
"c:\Users\dell\Documents\ScholarX\V2\web\.dockerignore", "Ignore", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\settings.json", "JSON with Comments", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\SKILL.md", "Skill", 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 293
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\charts.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\colors.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 98
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\icons.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 102
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\landing.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\products.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\react-performance.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\astro.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\flutter.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\html-tailwind.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 57
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\jetpack-compose.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\nextjs.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\nuxt-ui.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\nuxtjs.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\react-native.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\react.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\shadcn.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 62
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\svelte.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\swiftui.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\stacks\vue.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\styles.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\typography.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\ui-reasoning.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 102
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\ux-guidelines.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\data\web-interface.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\scripts\core.py", "Python", 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 44, 254
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\scripts\design_system.py", "Python", 0, 0, 0, 0, 0, 0, 795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 135, 1068
"c:\Users\dell\Documents\ScholarX\V2\web\.gemini\skills\ui-ux-pro-max\scripts\search.py", "Python", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 13, 115
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\PROMPT.md", "Markdown", 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 289
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\charts.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\colors.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 98
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\icons.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 102
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\landing.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\products.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\react-performance.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\astro.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\flutter.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\html-tailwind.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 57
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\jetpack-compose.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\nextjs.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\nuxt-ui.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\nuxtjs.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\react-native.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\react.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\shadcn.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 62
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\svelte.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\swiftui.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\stacks\vue.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\styles.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\typography.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\ui-reasoning.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 102
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\ux-guidelines.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\data\web-interface.csv", "CSV", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\scripts\core.py", "Python", 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 44, 254
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\scripts\design_system.py", "Python", 0, 0, 0, 0, 0, 0, 795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 135, 1068
"c:\Users\dell\Documents\ScholarX\V2\web\.github\prompts\ui-ux-pro-max\scripts\search.py", "Python", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 13, 115
"c:\Users\dell\Documents\ScholarX\V2\web\.github\workflows\deploy-aca.yml", "YAML", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 90
